a,b,c,triplets_mapped,co
416,35,438,"(416, 35, 438)",1
416,35,356,"(416, 35, 356)",1
416,438,356,"(416, 438, 356)",1
392,309,178,"(392, 309, 178)",1
416,356,35,"(416, 356, 35)",1
416,356,438,"(416, 356, 438)",1
356,35,438,"(356, 35, 438)",1
356,35,416,"(356, 35, 416)",1
356,438,35,"(356, 438, 35)",1
356,438,416,"(356, 438, 416)",1
356,416,35,"(356, 416, 35)",1
356,416,438,"(356, 416, 438)",1
166,94,249,"(166, 94, 249)",1
166,249,94,"(166, 249, 94)",1
35,416,356,"(35, 416, 356)",1
35,416,438,"(35, 416, 438)",1
35,438,356,"(35, 438, 356)",1
35,438,416,"(35, 438, 416)",1
392,178,309,"(392, 178, 309)",1
178,309,392,"(178, 309, 392)",1
178,392,309,"(178, 392, 309)",1
31,91,420,"(31, 91, 420)",1
31,420,91,"(31, 420, 91)",1
91,31,420,"(91, 31, 420)",1
91,420,31,"(91, 420, 31)",1
420,31,91,"(420, 31, 91)",1
420,91,31,"(420, 91, 31)",1
104,72,117,"(104, 72, 117)",1
104,117,72,"(104, 117, 72)",1
72,104,117,"(72, 104, 117)",1
72,117,104,"(72, 117, 104)",1
117,104,72,"(117, 104, 72)",1
117,72,104,"(117, 72, 104)",1
236,62,430,"(236, 62, 430)",1
236,430,62,"(236, 430, 62)",1
62,236,430,"(62, 236, 430)",1
62,430,236,"(62, 430, 236)",1
430,236,62,"(430, 236, 62)",1
430,62,236,"(430, 62, 236)",1
50,104,123,"(50, 104, 123)",1
117,104,123,"(117, 104, 123)",1
428,66,15,"(428, 66, 15)",1
85,179,126,"(85, 179, 126)",1
179,85,68,"(179, 85, 68)",1
179,85,42,"(179, 85, 42)",1
179,68,126,"(179, 68, 126)",1
179,68,85,"(179, 68, 85)",1
179,68,42,"(179, 68, 42)",1
179,42,85,"(179, 42, 85)",1
179,42,68,"(179, 42, 68)",1
85,126,179,"(85, 126, 179)",1
85,126,68,"(85, 126, 68)",1
85,126,42,"(85, 126, 42)",1
85,179,68,"(85, 179, 68)",1
179,126,68,"(179, 126, 68)",1
85,179,42,"(85, 179, 42)",1
85,68,126,"(85, 68, 126)",1
85,68,179,"(85, 68, 179)",1
85,42,126,"(85, 42, 126)",1
85,42,179,"(85, 42, 179)",1
68,126,179,"(68, 126, 179)",1
68,126,85,"(68, 126, 85)",1
68,179,126,"(68, 179, 126)",1
68,179,85,"(68, 179, 85)",1
68,179,42,"(68, 179, 42)",1
179,85,126,"(179, 85, 126)",1
179,126,85,"(179, 126, 85)",1
68,85,179,"(68, 85, 179)",1
123,232,292,"(123, 232, 292)",1
101,75,108,"(101, 75, 108)",1
101,108,231,"(101, 108, 231)",1
101,108,75,"(101, 108, 75)",1
108,231,75,"(108, 231, 75)",1
108,231,101,"(108, 231, 101)",1
108,75,231,"(108, 75, 231)",1
108,75,101,"(108, 75, 101)",1
108,101,231,"(108, 101, 231)",1
108,101,75,"(108, 101, 75)",1
123,292,232,"(123, 292, 232)",1
292,123,232,"(292, 123, 232)",1
126,42,85,"(126, 42, 85)",1
292,232,123,"(292, 232, 123)",1
232,123,292,"(232, 123, 292)",1
232,292,123,"(232, 292, 123)",1
126,179,85,"(126, 179, 85)",1
126,179,68,"(126, 179, 68)",1
126,85,179,"(126, 85, 179)",1
126,85,68,"(126, 85, 68)",1
126,85,42,"(126, 85, 42)",1
126,68,179,"(126, 68, 179)",1
126,68,85,"(126, 68, 85)",1
68,85,126,"(68, 85, 126)",1
68,42,179,"(68, 42, 179)",1
117,123,104,"(117, 123, 104)",1
32,42,306,"(32, 42, 306)",1
218,42,306,"(218, 42, 306)",1
306,218,32,"(306, 218, 32)",1
306,218,42,"(306, 218, 42)",1
306,32,218,"(306, 32, 218)",1
306,32,42,"(306, 32, 42)",1
306,42,218,"(306, 42, 218)",1
306,42,32,"(306, 42, 32)",1
32,218,306,"(32, 218, 306)",1
32,306,218,"(32, 306, 218)",1
32,306,42,"(32, 306, 42)",1
42,218,306,"(42, 218, 306)",1
218,306,42,"(218, 306, 42)",1
42,306,218,"(42, 306, 218)",1
42,306,32,"(42, 306, 32)",1
42,32,306,"(42, 32, 306)",1
182,94,107,"(182, 94, 107)",1
182,107,94,"(182, 107, 94)",1
94,182,107,"(94, 182, 107)",1
94,107,182,"(94, 107, 182)",1
107,182,94,"(107, 182, 94)",1
107,94,182,"(107, 94, 182)",1
428,66,14,"(428, 66, 14)",1
218,32,306,"(218, 32, 306)",1
218,306,32,"(218, 306, 32)",1
42,126,85,"(42, 126, 85)",1
235,402,270,"(235, 402, 270)",1
42,179,85,"(42, 179, 85)",1
42,179,68,"(42, 179, 68)",1
42,85,126,"(42, 85, 126)",1
42,85,179,"(42, 85, 179)",1
42,68,179,"(42, 68, 179)",1
270,402,235,"(270, 402, 235)",1
270,235,402,"(270, 235, 402)",1
402,270,235,"(402, 270, 235)",1
402,235,270,"(402, 235, 270)",1
235,270,402,"(235, 270, 402)",1
59,137,313,"(59, 137, 313)",1
65,342,379,"(65, 342, 379)",1
59,313,137,"(59, 313, 137)",1
137,59,313,"(137, 59, 313)",1
137,313,59,"(137, 313, 59)",1
313,59,137,"(313, 59, 137)",1
313,137,59,"(313, 137, 59)",1
379,342,65,"(379, 342, 65)",1
379,65,342,"(379, 65, 342)",1
342,379,65,"(342, 379, 65)",1
342,65,379,"(342, 65, 379)",1
65,379,342,"(65, 379, 342)",1
101,75,231,"(101, 75, 231)",1
101,231,108,"(101, 231, 108)",1
101,231,75,"(101, 231, 75)",1
123,89,211,"(123, 89, 211)",1
117,89,123,"(117, 89, 123)",1
117,89,211,"(117, 89, 211)",1
117,211,122,"(117, 211, 122)",1
117,211,89,"(117, 211, 89)",1
123,122,117,"(123, 122, 117)",1
123,122,89,"(123, 122, 89)",1
123,117,122,"(123, 117, 122)",1
123,117,89,"(123, 117, 89)",1
123,89,122,"(123, 89, 122)",1
123,89,117,"(123, 89, 117)",1
123,211,89,"(123, 211, 89)",1
117,123,89,"(117, 123, 89)",1
89,122,117,"(89, 122, 117)",1
89,122,123,"(89, 122, 123)",1
89,122,211,"(89, 122, 211)",1
89,117,122,"(89, 117, 122)",1
89,117,123,"(89, 117, 123)",1
89,117,211,"(89, 117, 211)",1
89,123,122,"(89, 123, 122)",1
89,123,117,"(89, 123, 117)",1
89,123,211,"(89, 123, 211)",1
89,211,122,"(89, 211, 122)",1
117,89,122,"(117, 89, 122)",1
117,123,122,"(117, 123, 122)",1
75,108,101,"(75, 108, 101)",1
122,117,123,"(122, 117, 123)",1
123,104,50,"(123, 104, 50)",1
123,104,117,"(123, 104, 117)",1
123,50,104,"(123, 50, 104)",1
123,117,104,"(123, 117, 104)",1
52,85,186,"(52, 85, 186)",1
52,186,85,"(52, 186, 85)",1
85,52,186,"(85, 52, 186)",1
85,186,52,"(85, 186, 52)",1
186,52,85,"(186, 52, 85)",1
186,85,52,"(186, 85, 52)",1
122,117,89,"(122, 117, 89)",1
117,122,211,"(117, 122, 211)",1
122,117,211,"(122, 117, 211)",1
122,123,117,"(122, 123, 117)",1
122,123,89,"(122, 123, 89)",1
122,89,117,"(122, 89, 117)",1
122,89,123,"(122, 89, 123)",1
122,89,211,"(122, 89, 211)",1
122,211,117,"(122, 211, 117)",1
122,211,89,"(122, 211, 89)",1
117,122,123,"(117, 122, 123)",1
117,122,89,"(117, 122, 89)",1
89,211,117,"(89, 211, 117)",1
89,211,123,"(89, 211, 123)",1
211,122,117,"(211, 122, 117)",1
178,73,164,"(178, 73, 164)",1
73,72,178,"(73, 72, 178)",1
73,164,72,"(73, 164, 72)",1
73,164,178,"(73, 164, 178)",1
73,178,72,"(73, 178, 72)",1
73,178,164,"(73, 178, 164)",1
178,72,164,"(178, 72, 164)",1
178,72,73,"(178, 72, 73)",1
178,164,72,"(178, 164, 72)",1
178,164,73,"(178, 164, 73)",1
178,73,72,"(178, 73, 72)",1
231,75,101,"(231, 75, 101)",1
211,122,89,"(211, 122, 89)",1
231,75,108,"(231, 75, 108)",1
231,101,75,"(231, 101, 75)",1
231,101,108,"(231, 101, 108)",1
231,108,75,"(231, 108, 75)",1
231,108,101,"(231, 108, 101)",1
75,231,101,"(75, 231, 101)",1
75,231,108,"(75, 231, 108)",1
75,101,231,"(75, 101, 231)",1
75,101,108,"(75, 101, 108)",1
75,108,231,"(75, 108, 231)",1
73,72,164,"(73, 72, 164)",1
164,178,73,"(164, 178, 73)",1
164,178,72,"(164, 178, 72)",1
164,73,178,"(164, 73, 178)",1
211,117,122,"(211, 117, 122)",1
211,117,89,"(211, 117, 89)",1
211,123,89,"(211, 123, 89)",1
211,89,122,"(211, 89, 122)",1
211,89,117,"(211, 89, 117)",1
211,89,123,"(211, 89, 123)",1
108,393,178,"(108, 393, 178)",1
108,178,393,"(108, 178, 393)",1
393,108,178,"(393, 108, 178)",1
393,178,108,"(393, 178, 108)",1
178,108,393,"(178, 108, 393)",1
178,393,108,"(178, 393, 108)",1
72,164,73,"(72, 164, 73)",1
72,164,178,"(72, 164, 178)",1
72,73,164,"(72, 73, 164)",1
72,73,178,"(72, 73, 178)",1
72,178,164,"(72, 178, 164)",1
72,178,73,"(72, 178, 73)",1
164,72,73,"(164, 72, 73)",1
164,72,178,"(164, 72, 178)",1
164,73,72,"(164, 73, 72)",1
209,94,105,"(209, 94, 105)",1
209,121,94,"(209, 121, 94)",1
267,162,273,"(267, 162, 273)",1
14,15,332,"(14, 15, 332)",1
244,118,59,"(244, 118, 59)",1
244,118,116,"(244, 118, 116)",1
244,116,59,"(244, 116, 59)",1
244,116,118,"(244, 116, 118)",1
189,491,390,"(189, 491, 390)",1
189,390,491,"(189, 390, 491)",1
491,189,390,"(491, 189, 390)",1
491,390,189,"(491, 390, 189)",1
390,189,491,"(390, 189, 491)",1
390,491,189,"(390, 491, 189)",1
14,332,15,"(14, 332, 15)",1
244,59,118,"(244, 59, 118)",1
15,14,332,"(15, 14, 332)",1
15,332,14,"(15, 332, 14)",1
332,14,15,"(332, 14, 15)",1
332,15,14,"(332, 15, 14)",1
26,140,232,"(26, 140, 232)",1
26,232,140,"(26, 232, 140)",1
140,26,232,"(140, 26, 232)",1
140,232,26,"(140, 232, 26)",1
232,26,140,"(232, 26, 140)",1
232,140,26,"(232, 140, 26)",1
244,59,116,"(244, 59, 116)",1
116,244,118,"(116, 244, 118)",1
104,329,85,"(104, 329, 85)",1
59,244,118,"(59, 244, 118)",1
94,44,42,"(94, 44, 42)",1
94,42,44,"(94, 42, 44)",1
44,94,42,"(44, 94, 42)",1
44,42,94,"(44, 42, 94)",1
42,94,44,"(42, 94, 44)",1
42,44,94,"(42, 44, 94)",1
59,118,116,"(59, 118, 116)",1
59,118,244,"(59, 118, 244)",1
59,116,118,"(59, 116, 118)",1
59,116,244,"(59, 116, 244)",1
59,244,116,"(59, 244, 116)",1
116,244,59,"(116, 244, 59)",1
118,59,116,"(118, 59, 116)",1
118,59,244,"(118, 59, 244)",1
118,116,59,"(118, 116, 59)",1
118,116,244,"(118, 116, 244)",1
118,244,59,"(118, 244, 59)",1
118,244,116,"(118, 244, 116)",1
116,59,118,"(116, 59, 118)",1
116,59,244,"(116, 59, 244)",1
116,118,59,"(116, 118, 59)",1
116,118,244,"(116, 118, 244)",1
104,329,115,"(104, 329, 115)",1
104,115,329,"(104, 115, 329)",1
10,42,11,"(10, 42, 11)",1
198,342,72,"(198, 342, 72)",1
72,88,342,"(72, 88, 342)",1
72,198,342,"(72, 198, 342)",1
72,342,88,"(72, 342, 88)",1
72,342,198,"(72, 342, 198)",1
88,72,342,"(88, 72, 342)",1
88,198,342,"(88, 198, 342)",1
88,342,72,"(88, 342, 72)",1
88,342,198,"(88, 342, 198)",1
198,72,342,"(198, 72, 342)",1
198,88,342,"(198, 88, 342)",1
198,342,88,"(198, 342, 88)",1
73,87,94,"(73, 87, 94)",1
342,72,88,"(342, 72, 88)",1
342,72,198,"(342, 72, 198)",1
342,88,72,"(342, 88, 72)",1
342,88,198,"(342, 88, 198)",1
342,198,72,"(342, 198, 72)",1
342,198,88,"(342, 198, 88)",1
11,42,10,"(11, 42, 10)",1
11,10,42,"(11, 10, 42)",1
42,11,10,"(42, 11, 10)",1
42,10,11,"(42, 10, 11)",1
73,94,87,"(73, 94, 87)",1
94,73,87,"(94, 73, 87)",1
104,85,329,"(104, 85, 329)",1
85,104,329,"(85, 104, 329)",1
329,104,115,"(329, 104, 115)",1
329,104,85,"(329, 104, 85)",1
329,115,104,"(329, 115, 104)",1
329,115,85,"(329, 115, 85)",1
329,85,104,"(329, 85, 104)",1
329,85,115,"(329, 85, 115)",1
115,104,329,"(115, 104, 329)",1
115,329,104,"(115, 329, 104)",1
115,329,85,"(115, 329, 85)",1
115,85,329,"(115, 85, 329)",1
85,329,104,"(85, 329, 104)",1
94,14,87,"(94, 14, 87)",1
85,329,115,"(85, 329, 115)",1
85,115,329,"(85, 115, 329)",1
87,14,94,"(87, 14, 94)",1
87,94,14,"(87, 94, 14)",1
87,94,73,"(87, 94, 73)",1
87,73,94,"(87, 73, 94)",1
14,87,94,"(14, 87, 94)",1
14,94,87,"(14, 94, 87)",1
94,87,14,"(94, 87, 14)",1
94,87,73,"(94, 87, 73)",1
264,466,270,"(264, 466, 270)",1
264,270,466,"(264, 270, 466)",1
466,264,270,"(466, 264, 270)",1
182,129,173,"(182, 129, 173)",1
190,240,0,"(190, 240, 0)",1
240,0,158,"(240, 0, 158)",1
240,0,190,"(240, 0, 190)",1
240,158,0,"(240, 158, 0)",1
240,190,0,"(240, 190, 0)",1
182,160,173,"(182, 160, 173)",1
182,160,129,"(182, 160, 129)",1
182,173,160,"(182, 173, 160)",1
182,173,129,"(182, 173, 129)",1
182,129,160,"(182, 129, 160)",1
160,182,173,"(160, 182, 173)",1
190,0,240,"(190, 0, 240)",1
160,182,129,"(160, 182, 129)",1
160,173,182,"(160, 173, 182)",1
160,173,129,"(160, 173, 129)",1
160,129,182,"(160, 129, 182)",1
160,129,173,"(160, 129, 173)",1
173,182,160,"(173, 182, 160)",1
173,182,129,"(173, 182, 129)",1
173,160,182,"(173, 160, 182)",1
173,160,129,"(173, 160, 129)",1
173,129,182,"(173, 129, 182)",1
190,158,0,"(190, 158, 0)",1
190,0,158,"(190, 0, 158)",1
466,270,264,"(466, 270, 264)",1
215,48,80,"(215, 48, 80)",1
58,204,52,"(58, 204, 52)",1
369,183,362,"(369, 183, 362)",1
369,362,183,"(369, 362, 183)",1
183,369,362,"(183, 369, 362)",1
183,362,369,"(183, 362, 369)",1
362,369,183,"(362, 369, 183)",1
362,183,369,"(362, 183, 369)",1
80,215,48,"(80, 215, 48)",1
80,48,215,"(80, 48, 215)",1
215,80,48,"(215, 80, 48)",1
48,80,215,"(48, 80, 215)",1
158,240,0,"(158, 240, 0)",1
48,215,80,"(48, 215, 80)",1
0,158,190,"(0, 158, 190)",1
0,158,240,"(0, 158, 240)",1
0,190,158,"(0, 190, 158)",1
0,190,240,"(0, 190, 240)",1
0,240,158,"(0, 240, 158)",1
0,240,190,"(0, 240, 190)",1
158,0,190,"(158, 0, 190)",1
158,0,240,"(158, 0, 240)",1
158,190,0,"(158, 190, 0)",1
173,129,160,"(173, 129, 160)",1
129,182,160,"(129, 182, 160)",1
129,182,173,"(129, 182, 173)",1
120,331,169,"(120, 331, 169)",1
143,169,87,"(143, 169, 87)",1
143,141,87,"(143, 141, 87)",1
169,120,331,"(169, 120, 331)",1
169,120,42,"(169, 120, 42)",1
169,331,120,"(169, 331, 120)",1
169,331,42,"(169, 331, 42)",1
169,42,120,"(169, 42, 120)",1
169,42,331,"(169, 42, 331)",1
120,169,331,"(120, 169, 331)",1
120,169,42,"(120, 169, 42)",1
120,42,169,"(120, 42, 169)",1
129,160,182,"(129, 160, 182)",1
331,169,120,"(331, 169, 120)",1
331,169,42,"(331, 169, 42)",1
331,120,169,"(331, 120, 169)",1
331,42,169,"(331, 42, 169)",1
42,169,120,"(42, 169, 120)",1
42,169,331,"(42, 169, 331)",1
42,120,169,"(42, 120, 169)",1
42,331,169,"(42, 331, 169)",1
270,466,264,"(270, 466, 264)",1
270,264,466,"(270, 264, 466)",1
143,87,141,"(143, 87, 141)",1
143,87,169,"(143, 87, 169)",1
141,143,87,"(141, 143, 87)",1
141,169,87,"(141, 169, 87)",1
129,160,173,"(129, 160, 173)",1
129,173,182,"(129, 173, 182)",1
129,173,160,"(129, 173, 160)",1
75,250,33,"(75, 250, 33)",1
75,33,250,"(75, 33, 250)",1
250,75,33,"(250, 75, 33)",1
250,33,75,"(250, 33, 75)",1
33,75,250,"(33, 75, 250)",1
33,250,75,"(33, 250, 75)",1
87,169,141,"(87, 169, 141)",1
87,169,143,"(87, 169, 143)",1
87,141,169,"(87, 141, 169)",1
87,141,143,"(87, 141, 143)",1
87,143,169,"(87, 143, 169)",1
87,143,141,"(87, 143, 141)",1
169,87,141,"(169, 87, 141)",1
169,87,143,"(169, 87, 143)",1
169,141,87,"(169, 141, 87)",1
169,143,87,"(169, 143, 87)",1
141,87,169,"(141, 87, 169)",1
141,87,143,"(141, 87, 143)",1
10,11,42,"(10, 11, 42)",1
237,293,150,"(237, 293, 150)",1
204,58,52,"(204, 58, 52)",1
173,138,113,"(173, 138, 113)",1
188,113,173,"(188, 113, 173)",1
138,188,173,"(138, 188, 173)",1
138,188,113,"(138, 188, 113)",1
138,173,188,"(138, 173, 188)",1
138,173,113,"(138, 173, 113)",1
138,113,188,"(138, 113, 188)",1
138,113,173,"(138, 113, 173)",1
173,188,138,"(173, 188, 138)",1
173,188,113,"(173, 188, 113)",1
173,138,188,"(173, 138, 188)",1
173,113,188,"(173, 113, 188)",1
188,173,113,"(188, 173, 113)",1
173,113,138,"(173, 113, 138)",1
113,188,138,"(113, 188, 138)",1
113,188,173,"(113, 188, 173)",1
113,138,188,"(113, 138, 188)",1
113,138,173,"(113, 138, 173)",1
113,173,188,"(113, 173, 188)",1
113,173,138,"(113, 173, 138)",1
260,281,32,"(260, 281, 32)",1
260,32,281,"(260, 32, 281)",1
281,260,32,"(281, 260, 32)",1
188,113,138,"(188, 113, 138)",1
188,173,138,"(188, 173, 138)",1
32,260,281,"(32, 260, 281)",1
35,61,90,"(35, 61, 90)",1
15,89,298,"(15, 89, 298)",1
89,298,15,"(89, 298, 15)",1
89,15,298,"(89, 15, 298)",1
260,35,61,"(260, 35, 61)",1
260,35,90,"(260, 35, 90)",1
260,61,35,"(260, 61, 35)",1
260,90,35,"(260, 90, 35)",1
35,260,61,"(35, 260, 61)",1
35,260,90,"(35, 260, 90)",1
35,61,260,"(35, 61, 260)",1
35,90,260,"(35, 90, 260)",1
188,138,113,"(188, 138, 113)",1
35,90,61,"(35, 90, 61)",1
61,260,35,"(61, 260, 35)",1
61,35,260,"(61, 35, 260)",1
61,35,90,"(61, 35, 90)",1
61,90,35,"(61, 90, 35)",1
90,260,35,"(90, 260, 35)",1
90,35,260,"(90, 35, 260)",1
90,35,61,"(90, 35, 61)",1
90,61,35,"(90, 61, 35)",1
188,138,173,"(188, 138, 173)",1
281,32,260,"(281, 32, 260)",1
32,281,260,"(32, 281, 260)",1
237,150,293,"(237, 150, 293)",1
447,109,58,"(447, 109, 58)",1
420,121,211,"(420, 121, 211)",1
420,211,14,"(420, 211, 14)",1
420,211,121,"(420, 211, 121)",1
211,14,121,"(211, 14, 121)",1
211,14,420,"(211, 14, 420)",1
211,121,14,"(211, 121, 14)",1
211,121,420,"(211, 121, 420)",1
211,420,14,"(211, 420, 14)",1
211,420,121,"(211, 420, 121)",1
447,58,109,"(447, 58, 109)",1
58,447,109,"(58, 447, 109)",1
420,14,211,"(420, 14, 211)",1
58,109,447,"(58, 109, 447)",1
109,447,58,"(109, 447, 58)",1
109,58,447,"(109, 58, 447)",1
162,267,304,"(162, 267, 304)",1
162,267,273,"(162, 267, 273)",1
162,304,267,"(162, 304, 267)",1
162,304,273,"(162, 304, 273)",1
162,273,267,"(162, 273, 267)",1
162,273,304,"(162, 273, 304)",1
267,162,304,"(267, 162, 304)",1
420,121,14,"(420, 121, 14)",1
420,14,121,"(420, 14, 121)",1
48,179,273,"(48, 179, 273)",1
292,326,104,"(292, 326, 104)",1
48,273,179,"(48, 273, 179)",1
179,48,273,"(179, 48, 273)",1
179,273,48,"(179, 273, 48)",1
273,48,179,"(273, 48, 179)",1
273,179,48,"(273, 179, 48)",1
104,326,292,"(104, 326, 292)",1
104,292,326,"(104, 292, 326)",1
326,104,292,"(326, 104, 292)",1
326,292,104,"(326, 292, 104)",1
292,104,326,"(292, 104, 326)",1
14,121,420,"(14, 121, 420)",1
121,211,420,"(121, 211, 420)",1
14,121,211,"(14, 121, 211)",1
14,420,121,"(14, 420, 121)",1
14,420,211,"(14, 420, 211)",1
14,211,121,"(14, 211, 121)",1
14,211,420,"(14, 211, 420)",1
121,14,420,"(121, 14, 420)",1
121,14,211,"(121, 14, 211)",1
121,420,14,"(121, 420, 14)",1
121,420,211,"(121, 420, 211)",1
121,211,14,"(121, 211, 14)",1
15,298,89,"(15, 298, 89)",1
298,89,15,"(298, 89, 15)",1
298,15,89,"(298, 15, 89)",1
3,14,26,"(3, 14, 26)",1
56,11,5,"(56, 11, 5)",1
56,5,11,"(56, 5, 11)",1
14,3,26,"(14, 3, 26)",1
14,3,94,"(14, 3, 94)",1
14,26,3,"(14, 26, 3)",1
14,26,94,"(14, 26, 94)",1
14,26,15,"(14, 26, 15)",1
14,94,3,"(14, 94, 3)",1
14,94,26,"(14, 94, 26)",1
14,15,26,"(14, 15, 26)",1
3,14,94,"(3, 14, 94)",1
63,11,5,"(63, 11, 5)",1
3,26,14,"(3, 26, 14)",1
3,26,94,"(3, 26, 94)",1
3,26,15,"(3, 26, 15)",1
3,94,14,"(3, 94, 14)",1
3,94,26,"(3, 94, 26)",1
3,94,15,"(3, 94, 15)",1
3,15,26,"(3, 15, 26)",1
3,15,94,"(3, 15, 94)",1
26,14,3,"(26, 14, 3)",1
26,14,94,"(26, 14, 94)",1
63,5,11,"(63, 5, 11)",1
5,56,11,"(5, 56, 11)",1
65,355,63,"(65, 355, 63)",1
309,201,140,"(309, 201, 140)",1
293,237,150,"(293, 237, 150)",1
293,150,237,"(293, 150, 237)",1
150,237,293,"(150, 237, 293)",1
150,293,237,"(150, 293, 237)",1
93,125,173,"(93, 125, 173)",1
93,173,125,"(93, 173, 125)",1
125,93,173,"(125, 93, 173)",1
125,173,93,"(125, 173, 93)",1
173,93,125,"(173, 93, 125)",1
173,125,93,"(173, 125, 93)",1
309,140,201,"(309, 140, 201)",1
5,63,11,"(5, 63, 11)",1
201,309,140,"(201, 309, 140)",1
201,140,309,"(201, 140, 309)",1
140,309,201,"(140, 309, 201)",1
140,201,309,"(140, 201, 309)",1
11,5,63,"(11, 5, 63)",1
11,5,56,"(11, 5, 56)",1
11,63,5,"(11, 63, 5)",1
11,56,5,"(11, 56, 5)",1
5,11,63,"(5, 11, 63)",1
5,11,56,"(5, 11, 56)",1
26,14,15,"(26, 14, 15)",1
26,3,14,"(26, 3, 14)",1
26,3,94,"(26, 3, 94)",1
63,355,64,"(63, 355, 64)",1
151,200,246,"(151, 200, 246)",1
246,151,200,"(246, 151, 200)",1
246,200,151,"(246, 200, 151)",1
200,151,246,"(200, 151, 246)",1
200,246,151,"(200, 246, 151)",1
64,63,355,"(64, 63, 355)",1
64,355,63,"(64, 355, 63)",1
64,355,65,"(64, 355, 65)",1
64,65,355,"(64, 65, 355)",1
63,64,355,"(63, 64, 355)",1
63,355,65,"(63, 355, 65)",1
26,3,15,"(26, 3, 15)",1
63,65,355,"(63, 65, 355)",1
355,64,63,"(355, 64, 63)",1
355,64,65,"(355, 64, 65)",1
355,63,64,"(355, 63, 64)",1
355,63,65,"(355, 63, 65)",1
355,65,64,"(355, 65, 64)",1
355,65,63,"(355, 65, 63)",1
65,64,355,"(65, 64, 355)",1
65,63,355,"(65, 63, 355)",1
65,355,64,"(65, 355, 64)",1
151,246,200,"(151, 246, 200)",1
15,94,26,"(15, 94, 26)",1
15,94,3,"(15, 94, 3)",1
15,26,94,"(15, 26, 94)",1
26,94,14,"(26, 94, 14)",1
26,94,3,"(26, 94, 3)",1
26,94,15,"(26, 94, 15)",1
26,15,14,"(26, 15, 14)",1
26,15,3,"(26, 15, 3)",1
26,15,94,"(26, 15, 94)",1
94,14,3,"(94, 14, 3)",1
94,14,26,"(94, 14, 26)",1
94,3,14,"(94, 3, 14)",1
94,3,26,"(94, 3, 26)",1
94,3,15,"(94, 3, 15)",1
94,26,14,"(94, 26, 14)",1
94,26,3,"(94, 26, 3)",1
94,26,15,"(94, 26, 15)",1
94,15,3,"(94, 15, 3)",1
94,15,26,"(94, 15, 26)",1
15,14,26,"(15, 14, 26)",1
15,3,26,"(15, 3, 26)",1
15,3,94,"(15, 3, 94)",1
15,26,14,"(15, 26, 14)",1
15,26,3,"(15, 26, 3)",1
58,52,204,"(58, 52, 204)",1
204,52,58,"(204, 52, 58)",1
209,121,325,"(209, 121, 325)",1
77,11,233,"(77, 11, 233)",1
233,77,11,"(233, 77, 11)",1
233,77,76,"(233, 77, 76)",1
233,76,11,"(233, 76, 11)",1
233,76,77,"(233, 76, 77)",1
11,233,77,"(11, 233, 77)",1
11,233,76,"(11, 233, 76)",1
11,77,233,"(11, 77, 233)",1
11,76,233,"(11, 76, 233)",1
77,233,11,"(77, 233, 11)",1
77,233,76,"(77, 233, 76)",1
77,76,233,"(77, 76, 233)",1
233,11,77,"(233, 11, 77)",1
76,233,11,"(76, 233, 11)",1
76,233,77,"(76, 233, 77)",1
76,11,233,"(76, 11, 233)",1
76,77,233,"(76, 77, 233)",1
148,126,220,"(148, 126, 220)",1
148,220,126,"(148, 220, 126)",1
126,148,220,"(126, 148, 220)",1
126,220,148,"(126, 220, 148)",1
220,148,126,"(220, 148, 126)",1
220,126,148,"(220, 126, 148)",1
233,11,76,"(233, 11, 76)",1
42,15,52,"(42, 15, 52)",1
147,30,150,"(147, 30, 150)",1
157,57,293,"(157, 57, 293)",1
57,4,293,"(57, 4, 293)",1
57,293,4,"(57, 293, 4)",1
57,293,157,"(57, 293, 157)",1
57,293,56,"(57, 293, 56)",1
57,157,293,"(57, 157, 293)",1
57,56,293,"(57, 56, 293)",1
157,4,293,"(157, 4, 293)",1
157,293,4,"(157, 293, 4)",1
157,293,57,"(157, 293, 57)",1
157,293,56,"(157, 293, 56)",1
157,56,293,"(157, 56, 293)",1
42,52,15,"(42, 52, 15)",1
56,4,293,"(56, 4, 293)",1
56,293,4,"(56, 293, 4)",1
56,293,57,"(56, 293, 57)",1
56,293,157,"(56, 293, 157)",1
56,57,293,"(56, 57, 293)",1
56,157,293,"(56, 157, 293)",1
52,15,42,"(52, 15, 42)",1
52,42,15,"(52, 42, 15)",1
15,52,42,"(15, 52, 42)",1
15,42,52,"(15, 42, 52)",1
147,150,30,"(147, 150, 30)",1
150,147,30,"(150, 147, 30)",1
142,386,99,"(142, 386, 99)",1
300,386,98,"(300, 386, 98)",1
300,142,98,"(300, 142, 98)",1
300,142,99,"(300, 142, 99)",1
300,142,386,"(300, 142, 386)",1
300,98,142,"(300, 98, 142)",1
300,98,99,"(300, 98, 99)",1
300,98,386,"(300, 98, 386)",1
300,99,142,"(300, 99, 142)",1
300,99,98,"(300, 99, 98)",1
300,99,386,"(300, 99, 386)",1
300,386,142,"(300, 386, 142)",1
300,386,99,"(300, 386, 99)",1
54,165,166,"(54, 165, 166)",1
142,300,98,"(142, 300, 98)",1
142,300,99,"(142, 300, 99)",1
142,300,386,"(142, 300, 386)",1
142,98,300,"(142, 98, 300)",1
142,98,99,"(142, 98, 99)",1
142,98,386,"(142, 98, 386)",1
142,99,300,"(142, 99, 300)",1
142,99,98,"(142, 99, 98)",1
